MAP_ID,sim_count_weighted,calls_ratio,sms_ratio,vol_ratio,active_days__allweek__allday__callandtext,number_of_contacts__allweek__allday__text,number_of_contacts__allweek__allday__call,call_duration__allweek__allday__call__std,call_duration__allweek__allday__call__mean,percent_nocturnal__allweek__allday__text,percent_nocturnal__allweek__allday__call,percent_initiated_conversations__allweek__allday__callandtext,percent_initiated_interactions__allweek__allday__call,response_delay_text__allweek__allday__callandtext__std,response_delay_text__allweek__allday__callandtext__mean,response_rate_text__allweek__allday__callandtext,entropy_of_contacts__allweek__allday__text,entropy_of_contacts__allweek__allday__call,balance_of_contacts__allweek__allday__text__std,balance_of_contacts__allweek__allday__text__mean,balance_of_contacts__allweek__allday__call__std,balance_of_contacts__allweek__allday__call__mean,interactions_per_contact__allweek__allday__text__std,interactions_per_contact__allweek__allday__text__mean,interactions_per_contact__allweek__allday__call__std,interactions_per_contact__allweek__allday__call__mean,interevent_time__allweek__allday__text__std,interevent_time__allweek__allday__text__mean,interevent_time__allweek__allday__call__std,interevent_time__allweek__allday__call__mean,percent_pareto_interactions__allweek__allday__text,percent_pareto_interactions__allweek__allday__call,percent_pareto_durations__allweek__allday__call,number_of_interactions__allweek__allday__text,number_of_interactions__allweek__allday__call,number_of_interaction_in__allweek__allday__text,number_of_interaction_in__allweek__allday__call,number_of_interaction_out__allweek__allday__text,number_of_interaction_out__allweek__allday__call,number_of_antennas__allweek__allday,entropy_of_antennas__allweek__allday,percent_at_home__allweek__allday,radius_of_gyration__allweek__allday,frequent_antennas__allweek__allday,churn_rate__std,churn_rate__mean,calls_ratio_var,sms_ratio_var,vol_ratio_var,calls_entropy,sms_entropy,sms2calls_ratio,calls_isolation,sms_isolation,og_calls_work_ratio,og_sms_work_ratio,og_vol_work_ratio,ic_calls_work_ratio,ic_sms_work_ratio,ic_vol_work_ratio,og_calls_peak_ratio,og_sms_peak_ratio,og_vol_peak_ratio,ic_calls_peak_ratio,ic_sms_peak_ratio,ic_vol_peak_ratio,og_calls_week_ratio,og_sms_week_ratio,og_vol_week_ratio,ic_calls_week_ratio,ic_sms_week_ratio,ic_vol_week_ratio,dist2d,calls_dist_mean,sms_dist_mean,calls2d_ratio,sms2d_ratio
0,69928.04714547843,1.0832630919694164,0.8758190313197337,1.0438191678957096,27.421279929745268,75.47403396084822,28.832820335443756,126.31308998586505,70.49831304673137,0.37377196406105917,0.39722428894600154,0.27370041472252093,0.5351535042343206,210.11846091265167,201.95052791877504,0.12932537295542712,3.3217836977816564,1.8764664989386526,0.021920639019339695,0.014165805182212594,0.029613903040200288,0.03359619024494329,8.088880636983314,4.379937848876238,24.198666389954436,9.023307866612326,32114.431309493375,17298.000516382406,98258.8475212289,102525.82651283435,0.12447606242432054,0.24900836260773607,0.08430345503691757,345.76017119502274,454.7962304114514,154.70661483436774,232.7743388904359,191.0535563606549,222.0218915210155,22.75763292938857,1.476820667623684,0.5605769280872528,22.53265798161453,4.506373264841775,0.1228772473499266,0.19003249424625301,0.0396561000402804,0.0200869408257204,0.00138886524208003,7.7180330712049905,7.06678736080084,0.7317649482018499,1608.0,1594.0,0.0309271110009476,0.0333406482425341,0.00238367073658012,0.0156747124876571,0.0195943888014553,0.0010374262711083401,1.6937090383974498,0.9566891441891441,1.59397067508923,1.59316347207919,0.894024533842095,1.4276023561220499,0.27647445919381,0.29396101365781896,0.286567362889688,0.288912661826416,0.297683098153532,0.291072856829445,21.025838040310603,39.1061367980864,26.3051892483068,0.179575091177474,0.35028342361680603
1,111117.00170739414,0.9183371327598709,0.8289112331001466,0.9949109039406233,27.18708581927048,78.83454275201014,26.780496861618666,117.9953243850322,66.8599685340431,0.38741652195676946,0.39707870153640923,0.25851627313109643,0.5493593845031288,193.10485626072037,193.64879618478923,0.1101720877755202,3.3543316997165564,1.8337979856598507,0.022167905498214267,0.014206850365229997,0.029533367498020175,0.035829986386833754,8.153799882836275,4.421047945384548,19.03793596209404,7.622494511805786,32017.65538164106,17075.611065847897,104368.66051586655,110393.15329575646,0.12398710477584708,0.2696212292552627,0.08443817877184476,365.5848653724285,343.8438365259316,159.2481446763256,177.6689255083422,206.33672069610276,166.17491101758938,21.132585301428662,1.4021643030861317,0.5779036783894684,25.027486995568225,4.334711048426174,0.11120510448449994,0.17351479668956074,0.0457958212922063,0.00854508299485035,0.00104185408463331,7.22435517156222,7.03107629209957,0.7859488524252971,1609.0,1603.0,0.031298806292131,0.0326922327887874,0.0011286898667738198,0.0124246680273435,0.0195241048085965,0.0007587808269834991,1.8749971476165501,0.8794836374029441,1.7097577206516599,1.9355544337876498,0.924810082872928,2.5625665035113903,0.277424717198777,0.30081022061233303,0.29227630990034603,0.28267801440420504,0.2992401605851,0.285766711333193,29.734436700424,35.2322619358667,25.4024929957789,0.151032465689322,0.312894480815048
2,26777.78105427907,0.8575269944036339,0.8696729485238108,0.9895400258748686,27.235671069602923,76.56436483736245,24.011514383432512,114.01781700976278,64.69711834064114,0.3653537548096273,0.38179590911393596,0.2500251040336988,0.5498790476596812,172.1910518977503,175.2538223564467,0.10368657119630968,3.326616819755323,1.7291012255019151,0.0224985558045503,0.014941607701522412,0.029705313839590925,0.039803445329109725,8.142032347192039,4.47796505872738,19.450414811975133,8.152294341220486,31631.047768747554,16919.31720440922,107504.75952858437,117573.34703711505,0.11971185975077767,0.2824834131441409,0.08303495273136714,361.63739498143707,336.8270750736008,158.2658864185768,175.3622986131285,203.37150856286013,161.46477646047285,21.771128308752484,1.3647703041890953,0.5999194004930801,21.839514890644384,4.175740281062879,0.1155730965592798,0.17720090706510178,0.25277134116996697,0.0363797457229957,0.0184789741913402,7.04286874571594,6.93251847275486,1.08590743129117,1608.0,1595.0,0.0382783418194265,0.031460225112595,0.000735889631470053,0.0196724144081111,0.041017839405003996,0.000823853515321094,1.26497130274699,0.8494983907094051,1.76786009363812,1.22819933074071,0.7713655350215051,1.73806224014111,0.224852435702308,0.28718125932842503,0.287913075339359,0.271605595129491,0.300278764849358,0.28779487927881503,21.025838040310603,36.090083514899604,26.9657025033082,0.160402094720786,0.305620829925198
3,21460.710277475417,0.6239697666241009,1.3512722892857454,0.9786598178673097,26.594392493195713,73.50889548041026,14.998883031297895,103.13479316742861,58.87671049228734,0.3582044757582446,0.32778472868850217,0.1890345648114019,0.5937972887281187,109.48319237601751,121.49918272082513,0.05621012797924279,3.2844225159046014,1.4016481221289205,0.02511139013340424,0.017345249013733254,0.027437099382596565,0.044861730899180476,8.407591265792378,4.715625797937123,11.405373347291246,6.237652730623449,33232.76648291861,17243.434461809517,125135.28391027635,145382.30513866173,0.11555287161580959,0.336482141314993,0.0802022061071377,364.8278834101021,152.16598515330483,147.591253036123,80.37677098731953,217.2366303739788,71.7892141659851,16.35230265134055,1.1045461031851105,0.6694217845710643,28.72195335706359,3.2663861719891787,0.11904571789841466,0.17332615793441788,0.770666092936555,0.0941532588505935,0.00249617192098987,6.63409433514733,7.3167104120803,1.91907426439801,1607.0,1575.0,0.0856456437428883,0.0405734532417189,0.000981464509943329,0.0251320521834314,0.0414254893126655,0.0007232434409766231,0.678041625925409,0.9011243077955741,2.49144286466561,1.52908188145587,0.743408285248532,1.6619578909483501,0.32209136246393,0.283996465754008,0.28526519917009996,0.281891659013687,0.303816446226656,0.27774155883653195,41.5397839460559,46.9388691921044,62.8197289906769,0.0892445469997627,0.36381635164064796
4,34869.0083587328,1.3534351083918175,0.9020562219048257,0.9867465774887946,27.15867098453156,80.42240017342182,28.630072665022205,123.51937095638509,69.40580342982076,0.3747202653079537,0.3916447751492061,0.27190256713031413,0.5548349831444686,208.6896823702779,203.19780417292984,0.12127012870284647,3.371379536421901,1.8674542477477836,0.021970304496840558,0.014503817991012713,0.029320249619732675,0.03650755188024302,8.131482382209006,4.394556200049908,21.436659538943342,8.280852011880398,32503.74329396899,17339.504027575793,98719.15308290612,105289.14059210068,0.126653811388553,0.2632202654860051,0.0852685015602234,372.5496304130158,383.0472981300119,159.8590657795069,197.7021842931783,212.6905646335088,185.34511383683358,21.92791122476609,1.4670404230746867,0.5471086809343175,28.321796243569516,4.6397804434213015,0.12242423970773285,0.19447698744002065,0.0133052510501272,0.0541976267654232,0.00360229308361344,7.59348078225872,7.79340629265435,0.6172028590678299,1607.0,1601.0,0.0158192401611586,0.0239175401956572,0.00369575396049471,0.0287271477682789,0.0123532573855675,0.0037097689162158202,1.6143158417069798,1.04185309670099,0.9370269205158521,0.789247519494001,0.9031542551456441,0.8571392299000881,0.294723508562623,0.30034794599942,0.303187000020709,0.292052486464544,0.293992266342746,0.298154171712501,42.4148278466807,40.1733838450802,38.5918093634397,0.166154303671012,0.34457550278019006
5,24525.891553096473,1.17952539135247,0.9554432434800141,0.993223211170784,26.926770497084792,80.82816324885007,25.91305996635427,118.583932877601,68.38658532283843,0.3672385735317793,0.38543396943507563,0.25860365956669784,0.5623150876073522,199.6845154148495,205.61582764448218,0.10504412354014869,3.3749143616671167,1.8541039161134603,0.02216693097731886,0.014740512734182106,0.029363607589973875,0.035774071331778734,8.130633356960987,4.442714828463682,15.21989566469084,6.3909323554517234,33584.212195629916,17837.639606296223,103974.18281000273,108772.52502694014,0.12749955404838892,0.2696287766320459,0.08647684009164754,383.60786273460997,273.2602539679336,161.90955622133004,145.83999444124908,221.69830651328002,127.4202595266845,22.09256966664778,1.44443104384926,0.5546559270886068,31.518813796837506,4.790786481013436,0.12665213432974642,0.2029694972873799,0.00202406576639654,0.189875274990508,0.00133635222689754,7.906174478478019,8.13501705436966,0.454411263722395,1607.0,1599.0,0.00542956007966837,0.0196767736953578,0.00297292373906973,0.00560513309459824,0.0288177482806199,0.00367963691271561,2.47313902285594,1.02957672421348,0.801161988645408,2.67220963756178,0.659983074018619,0.9019789280806229,0.275107952346503,0.27674819253685495,0.285994677906606,0.27597170228011997,0.295600362511242,0.28277331914945003,41.7115772106681,40.6156363193342,43.7041720844979,0.15685110500697302,0.353314684016263
6,17749.56845436152,1.208408877397154,1.0294919618158114,1.0217593441597355,26.30536760917369,69.45493399284933,24.125817641092297,116.4910047401142,66.95780209729624,0.3881768667421775,0.394291101853832,0.26501247195525063,0.5494950474727948,182.7143410501856,195.37292672774393,0.0979524914911078,3.26329795744462,1.7637583161716643,0.023619145333476945,0.016108789430273766,0.02987927926975517,0.04213116195783067,7.4362009780100555,4.154523172207802,13.649409134997102,5.818801472563009,38369.59104622797,20258.818296704474,107700.60080988237,116567.10794241542,0.13721620274210883,0.2905600689535897,0.09083555452712237,307.2823034250361,256.0235722533736,132.31039589704682,133.16162388757266,174.97190752798915,122.86194836580094,18.054622325385406,1.4319470810528352,0.5466198938226585,25.502298294273025,4.234072888163083,0.13754173901130506,0.21782139822143046,0.00942297915729485,0.21052080413563895,0.10888210835539099,7.4341848769607495,7.29110160475119,0.5949918808331031,1601.0,1573.0,0.0237509049149453,0.0139185790449121,0.0038843145823553,0.0128080446044737,0.024717033313712004,0.00367963691271561,1.57530868880754,0.9632873980700071,1.1284245968456499,1.5401740778021202,1.3156912932193798,1.06881129271917,0.284959945825305,0.279660175194344,0.27352095598006504,0.29449774890957103,0.29649154980055603,0.291271776279961,62.208723534332506,39.4316904123985,43.7202299649782,0.146530387764521,0.295438239061797
7,11661.304900497198,1.0117430421605849,0.7168696981409018,1.4227336007256577,26.037606393655494,73.72257198492102,20.076543393515834,109.78367244942896,63.48675791089403,0.37026369614869115,0.353338659863108,0.22200621660313966,0.5632998269398318,133.6107493474071,141.2579367772937,0.072898694252809,3.2900189927888457,1.5332261093504507,0.024050407151048503,0.017027182595403083,0.02702981852561779,0.047333024217433114,7.1162198118726465,4.084151939320555,10.854118890938654,5.814000980179845,38565.56936180894,20244.34006265493,113211.70435980253,132416.9995304599,0.13710841601307283,0.3275297193337719,0.09178255742096478,315.6812801085974,202.8895844737124,133.36505120941396,106.87513861813937,182.316228899183,96.01444585557286,18.509437187820183,1.355091351722755,0.584458706323577,32.46473298067266,4.372925299189019,0.13528385382212033,0.21878244183823586,0.127750296590634,0.0441528899267584,0.22190082482313397,7.67840568528407,6.88506969469844,0.5820204019723829,1605.0,1579.0,0.0357014524169897,0.041292392458067,0.0018360019484464601,0.0217038070580292,0.0411611431017391,0.0038972556461747297,1.57530868880754,0.591492314984088,1.01694624246691,0.700883140276701,0.715360784991557,0.8839339579665358,0.294949836184092,0.29497376216140697,0.28726073691873605,0.297281028129733,0.29649154980055603,0.29246187032978604,70.70813488390459,49.019626831488,51.3441226508873,0.134624592853057,0.246881654529068
8,7253.9404911017045,1.4967352575256174,1.000912767468831,0.9235128362376761,26.125928856502153,71.25427720490943,28.12917209570388,118.60500551894769,66.65570590783365,0.3867826968136687,0.38287324584529486,0.2668261345214587,0.5662663983385432,196.09528591183184,184.169456163908,0.11707428969570238,3.269917939540743,1.7226607876871436,0.024965974290348403,0.0182347062908748,0.027796244711001866,0.04228373373746796,7.1438418775789705,4.1308426336421915,16.536964265468065,6.741260300538363,39641.54608873012,21095.757124931162,95595.00046962366,106846.20673246864,0.13818641246354424,0.27170960495638496,0.09102797009483297,309.9171334005193,348.40918860434374,132.57257644193945,180.99605622899,177.3445569585794,167.41313237535357,19.813212087416314,1.4245911131350562,0.5581093523047238,29.562842277617033,4.531441829030281,0.1463097332224827,0.23389392828376931,0.0286425715640095,0.209245851391775,0.00676369785359021,7.79573674292063,7.18673579766898,0.5409762023715701,1606.0,1585.0,0.0158192401611586,0.0128711813715018,0.0039890048805457205,0.0361070652676214,0.0199943886172504,0.0043296387276802895,2.61857982673267,2.44265768663211,1.18206058276682,0.41213278805704295,0.9469462065826529,0.7563309276782891,0.28586844301298703,0.278789635405359,0.31215562671916103,0.292036917022719,0.28666473974809803,0.300955144869145,55.45014429931889,44.968194117472706,39.314245526297704,0.19549827788192398,0.306879358214689
9,5397.631983458996,1.1921331840570928,1.171496062592795,1.2460227202447007,25.535833857865622,68.51099632345884,16.54358935860727,106.59690414096892,60.41007598787604,0.36944347771269526,0.3295556122738756,0.1966835343473191,0.5902753884589375,122.6710746904718,127.54553982935279,0.06647914793410237,3.2325050444545687,1.3723899872865202,0.026561277070711292,0.020192242080891654,0.025546715128798164,0.04391178749104779,7.141052080924647,4.25390392360802,11.460884464038893,5.862571357673718,41961.92504188791,21918.404800898188,119079.62623329363,136775.83893560315,0.13659545604621953,0.32247416609099067,0.09151788614271442,309.8369332860347,181.90282820126393,127.05107122275565,98.16387764051767,182.78586206327907,83.73895056074619,15.205552148313565,1.1330518738364028,0.6470122091292938,31.198563180152675,3.295156335258837,0.1335819678405502,0.20744346836036065,0.0454728066023988,0.0995733674220145,0.00249617192098987,7.14197375763141,7.18673579766898,0.48542436715685905,1595.0,1552.0,0.0262864963960849,0.0269551763550834,0.0040620276078005,0.0380879515005775,0.0366983209766392,0.0043296387276802895,1.33644301813568,1.09348334010565,0.8473032629558539,7.01337325349301,1.07192148133158,0.5531773987657049,0.284750322870716,0.28315009472930297,0.28426396890119,0.28989961939512104,0.29649856381529804,0.286352538422759,56.7508971799613,54.0149583148879,53.8003111344028,0.117087133862592,0.253291722494913
