"com","calls_ratio_var","sms_ratio_var","vol_ratio_var","calls_entropy","sms_entropy","sms2calls_ratio","calls_isolation","sms_isolation","og_calls_work_ratio","og_sms_work_ratio","og_vol_work_ratio","ic_calls_work_ratio","ic_sms_work_ratio","ic_vol_work_ratio","og_calls_peak_ratio","og_sms_peak_ratio","og_vol_peak_ratio","ic_calls_peak_ratio","ic_sms_peak_ratio","ic_vol_peak_ratio","og_calls_week_ratio","og_sms_week_ratio","og_vol_week_ratio","ic_calls_week_ratio","ic_sms_week_ratio","ic_vol_week_ratio","dist2d","calls_dist_mean","sms_dist_mean","calls2d_ratio","sms2d_ratio","calls_ratio","sms_ratio","vol_ratio"
26,0.424817221873744,0.290569968736769,1.95174406902131,7.17832274943372,7.52629027513546,2.13890938217997,1605,1585,0.0670065976686832,0.0164472958057395,0.000424517206614016,0.0329991368435031,0.0475299167789144,0.000905568190203065,1.43143560354275,2.04671889599655,1.0197239624119,1.11421248126507,0.5132777520457,0.928729159765927,0.309276785902489,0.326659374014506,0.267042130078453,0.336671242127963,0.254795468149355,0.290403266929762,78.4544009130466,46.6867237304906,59.5623524908121,0.192787406564571,0.321746410700087,0.627474829451863,1.26065297232184,1.01237154605317
27,0.00994804470695078,0.884267975832464,0.0367341123065828,7.38618100426954,6.51537327766698,0.680276408938287,1591.5,1536,0.0342707722338722,0.0437295600026016,0.00440320781795787,0.0413903600217096,0.0261286240188646,0.00488249122797543,1.30358077778495,0.9684288751314,0.93783939548104,0.806748950954676,2.94533275582664,0.770727186364709,0.279560558995913,0.276013807352055,0.30929073878268,0.279841923565833,0.289130710921263,0.273896417755336,90.8967677958709,62.0540064562022,64.3976903527691,0.193543491175332,0.248075175117884,1.26952665260038,1.06243086185628,0.750574679303441
28,0.379703891310426,0.00412722628703756,1.44585908460559,7.82489541442709,7.2904431007273,2.09396289526379,1606,1578,0.0663679726212535,0.0329355460459628,0.000541122514947755,0.0351834786705373,0.022881424545948,0.00119963469880209,1.19114503402952,0.611214038358459,1.59528430784312,1.31545554720798,4.68649900014893,1.26938570829489,0.317979643916512,0.27529419719677,0.280487479934021,0.263837782847602,0.285814911856775,0.285741657430144,89.0714773063172,58.75571373325,60.2742785393201,0.172798328570169,0.24045483422476,0.744341270191637,0.75891399159048,1.1445857168783
29,0.0132833048643002,0.743713276279355,1.16241959168581,7.95020993714123,8.31495768114999,0.613421990527446,1608.5,1590.5,0.021782563477543,0.0278245807007307,0.00293978440116657,0.0253908237752501,0.0251437083412297,0.00385534995653237,1.04060772942437,0.969412202947449,0.986109129787881,1.25215311626553,1.99212941610914,0.943094994976606,0.260839452190213,0.273633606617012,0.284135746067044,0.294336304185264,0.263783793867674,0.296385302676707,77.3098941046691,57.2712368161732,71.9837525287282,0.143093907623897,0.34047913866407,1.28284920729287,0.988875003146339,1.22508270106679
30,0.0429963705343376,0.115898751100308,0.0237689120765402,7.55250527165341,6.79498890285619,0.834632129370814,1582,1446,0.0410094645189751,0.00912718797619003,0.00115148238616294,0.0234339400591618,0.0379359646143744,0.00310233067686629,0.986798977055794,2.55708265491811,1.16901652856709,1.29473386183465,0.988646651939304,0.970060273766829,0.284959945825305,0.273018743606278,0.294416117247032,0.278108882673489,0.264114008738624,0.290853947966577,64.6668371364418,40.1956839433843,42.8030704397062,0.0939247690888645,0.285185216381847,1.24163672154834,1.11757284832988,1.07662751931611
31,0.00876364472513921,0.0284217315523008,0.0120626676554182,6.29719026441876,7.57021573967317,0.597545036674849,1606,1590.5,0.0258738768522913,0.0174198458336408,0.00418683918938803,0.0355483465254474,0.0246148556749006,0.00389317486025822,1.41817286082306,1.90980988801933,0.996384178981973,1.67307194435167,0.764867330772309,1.05355899071793,0.289426724322915,0.297259363701166,0.2928767166976,0.29534141225788,0.29140752219835,0.290976632424778,50.9456906901697,30.3605112897573,43.0489520401506,0.116184408967145,0.472690051756223,1.24578485288356,0.892829398514711,0.894851044353473
32,0.0178723129489263,0.0109457469733915,0.00851301900318795,6.59436687174098,6.82022245015609,0.572917340408059,1601,1568,0.0312164366796393,0.0307007835899401,0.00342610579690696,0.0208625491534591,0.0247860908992781,0.00344300969603553,1.59448494315716,0.83849080283955,1.91172618152928,1.35922955330484,0.81665079835802,1.40058524564916,0.288665689684862,0.292361152686289,0.281686169786215,0.284809388052775,0.287867879376431,0.284174098056093,89.672604203586,44.430693658003,63.2745412994698,0.113271546480371,0.355051428046143,1.04024776240191,0.852698801499837,0.933903212267523
33,0.0349620198530392,0.0680515276525528,0.973902677646638,7.04434299534328,6.57505268239061,0.59183561562788,1530,1333,0.0322731169536589,0.0405772374268556,0.00261169791803288,0.0366660402207291,0.0418867256002695,0.00375824683897452,1.12629439330479,0.770778672644311,0.985583503468234,1.34212834709367,0.717225422045433,0.924303667304833,0.286127134309577,0.277695691829904,0.274547584688521,0.289419016968374,0.267991793741882,0.28342146365441,79.0955975124694,46.9442618164988,62.5089239097499,0.150025011499536,0.379383848692101,1.36539343548296,0.747571972871794,1.39982537766917
34,0.0737130973797221,0.0238503430707681,0.013328152214959,7.00637884677577,6.96485204683984,1.09159107424755,1608,1600,0.0379821241631373,0.0199500794938797,0.00355817830597707,0.0462294447071791,0.019349987352602,0.00356999350884414,0.682639930154785,0.980930027980838,1.15799420345487,0.944664244744013,0.872744725771928,1.24360362372555,0.291247996998946,0.288007936595377,0.28340321773868,0.282119378765757,0.290668127988306,0.287212357467711,62.0527467041461,36.6249107299245,35.5755840766049,0.100328780364218,0.25306358728196,1.2277649885903,0.944094851746951,0.994908245819498
35,0.277706050981073,0.677026230702104,0.758128766243374,6.54249944705958,7.15867200299828,1.03949976667411,1587,1425,0.0392305059227337,0.0118590493917335,0.000962324188384477,0.062859357404429,0.0491974348994137,0.00320639507636934,0.807660303779232,2.91186148120179,0.814437772925764,1.00126787462485,0.361903506072993,0.875007885937796,0.280784302038652,0.286623182633896,0.283902820632564,0.278062852620561,0.280837991762977,0.277502828871459,205.399555670148,56.8565207961044,149.395763196883,0.0455453018695031,0.256459348091796,1.71111505955051,1.13485354251886,1.31995640392011
36,0.180583731609871,0.00788017460372908,1.68543841434763,7.30404873705783,7.58733352541095,0.84761045914999,1580,1405,0.0473427316869961,0.0376109965804957,0.00106015223984739,0.0716182009243674,0.0274305857588449,0.00470170933286347,0.797844734376126,0.5590357306459,1.01795275590551,0.99427727784027,0.94566270681549,0.807077475005935,0.256602385587746,0.282347033762279,0.276366642835162,0.253321306017688,0.276512322442152,0.316963948653812,194.293743935845,72.1236868252442,133.186480564679,0.127733274012824,0.369513193874977,1.85372899482019,0.70388311818593,2.35935078235322
37,0.241910603258053,0.0558756813405586,0.293302326931278,7.53273250630344,7.62924330543212,0.476899936275311,1547,1156,0.00820112984798768,0.0135844107532665,0.0022843342632853,0.0525145370313078,0.0470125153847692,0.00399040842850349,1.10350515463918,1.88514915957836,0.987371049905638,0.616128882922087,0.234458101127313,0.522903112892129,0.282143917666178,0.311997179201709,0.289369455517619,0.268318575184863,0.275224683075301,0.271472112897467,182.142900627139,56.8138461359179,137.26655375499,0.0447865106022438,0.40296733405873,2.42782328448497,1.08383104302706,1.49490125846159
39,0.2561168965457,0.0801419896624921,2.28011180475564,7.87195174226527,7.05992200211857,0.462727299596642,1602,1519,0.0296225024616006,0.0336030739823491,0.00152770193374443,0.0615984909781464,0.0423258479511238,0.00448938253266264,0.115950770233923,1.02040251107829,1.2665185622299,1.06725876073975,0.760491705769612,0.780715274693696,0.274895386553737,0.320212653360611,0.284870804177039,0.270492042870052,0.251854754793984,0.298477304952567,172.002285277069,64.4407122858732,83.3845448532063,0.0677231693525087,0.196858654449368,2.5460583147639,0.72111766261021,2.16173865247628
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.536886150115,NA,NA,NA,NA,NA,NA,NA
41,0.193715754576444,0.0957661308355868,0.00481772244109945,8.47390157810184,5.88911780747191,0.687345118928018,1594,1411,0.011491847888491,0.00922708756486188,0.0040739890113801,0.00294085306669761,0.0158463630800568,0.00226795296747501,1.37949756660196,0.894925028835063,0.925644693525631,4.47719891745602,1.63230801802619,1.90654481676359,0.31104654197235,0.263826668041342,0.278613172704745,0.284019360573913,0.308693095424513,0.277644739301783,156.985772578184,86.928479492067,119.429394192035,0.119266119728092,0.573185992355916,0.871365091864896,0.943661940432668,0.73355500786912
44,0.0129513197190924,0.0175413239913379,0.15038901113099,8.1902612658106,9.12660756438626,0.37490131550937,1607,1574,0.0170974047854324,0.0477601156850848,0.00410684177123928,0.0425281358500452,0.00319169690219216,0.00493891691678552,8.63765871786931,0.575232501223691,1.07109290118205,0.117302276845161,6.21728539413427,0.939711413817285,0.26941798553479,0.268882107424028,0.289156611232341,0.261126387293357,0.282416130486891,0.277239452082859,153.047884357717,69.8093402854809,132.194514840846,0.112147161264559,0.484922870245962,1.6440566021856,0.577659964790432,0.964727006672649
45,0.0736463609809378,0.0493634208755769,2.71509338544914,9.14384851901369,9.08534120172389,0.558986246843745,1606,1577,0.0337017515385495,0.0481055852505082,0.00219008205149465,0.0562239129453093,0.00576354447526009,0.00606061596714446,0.607404725264778,0.787327940967788,1.31995835335576,0.270827592541563,4.46313496893216,0.751106220051815,0.274465798036936,0.28729432321727,0.303076027784992,0.285177908477739,0.305168311993382,0.279583921729324,156.205486712692,91.7348464102548,134.421622912166,0.17822654236822,0.501164296588891,1.75876849096764,0.720451461075842,2.35113328494142
46,0.0684271187049442,0.153948956235321,0.00615339509989769,8.11740887782561,8.31095884039754,1.1581152771436,1586,1422,0.0295390336641583,0.00621926966123136,0.00141395341727155,0.00766644506263429,0.0226992511346917,0.000586809105903394,1.28493623023725,18.1221556886228,3.06860290435653,0.885204730417091,0.671533598303095,2.87460294542304,0.313574609797351,0.279772261523315,0.288903841273527,0.280319798898119,0.29876580220066,0.283223979879043,151.8256199348,74.0746878400407,118.743844091301,0.0771016438702492,0.36605754940188,0.488711442233229,0.922335801750822,0.758286970764865
47,0.179444264776364,0.777863217835483,2.42285104377575,7.71274522688104,8.34236241235306,0.900201837682011,1588,1466,0.0365771709558631,0.015454357572311,0.00113653235383969,0.060838371120417,0.0490556303795717,0.00503982973866692,0.811656032052233,1.75631594714243,0.559897349066088,0.929912783845368,0.310942765791975,0.722119345994287,0.271063188615862,0.306712805058428,0.286619287418541,0.276700045049606,0.292238446637633,0.265853033236411,146.507730115989,73.471022185061,105.22230471493,0.0887715735936837,0.365275769650576,2.23517015229213,1.40284497595551,2.37667801790905
48,0.630371580499427,0.229973467833325,2.88817078992229,8.42674623181352,8.47044490486604,0.709892100245546,1599,1540,0.0381107946569616,0.0267539078002993,0.00164277796551037,0.062383803504643,0.0423375138297374,0.00435533203228359,0.163370354549338,0.44980811521711,1.50113023187983,0.797381841122969,0.837313167259786,1.03977047069941,0.274627073391889,0.241059716384629,0.294487843511276,0.276686612475796,0.295808143657023,0.252913292003496,162.486507534633,67.8654672083533,142.549786803724,0.0938048279220882,0.561569207170884,2.13113083454101,0.975773780003799,1.97653143433064
49,0.677799434144143,0.0142918246787665,0.471275731079243,8.52268088014408,6.83839282753465,0.728436117994882,1605.5,1565,0.0409668346185807,0.0405077524343996,0.00181015764151352,0.0417258843027024,0.0241851602592066,0.00281126748465409,0.516903711434571,0.642504930586075,1.43342504131379,0.970240591141616,3.32914072898296,0.758627334838696,0.286173622778612,0.276161802369901,0.295948877280818,0.284851892949978,0.283607534085155,0.290072527041744,144.252678825228,82.7177122564818,82.0037498262442,0.143192714598453,0.292753992107682,1.37570410424835,0.668733158683233,1.1933357634863
50,0.0621931772030916,0.0380789097190381,0.02470222257355,7.21580751157724,7.42719652872744,0.558269076785965,1604.5,1583.5,0.00949611340116697,0.0264046652230952,0.00240338125081324,0.0242434054480878,0.0293732279035751,0.00233356308368756,1.43132686707786,0.854430852249719,0.956202523402028,0.869931541857353,0.75524396579228,0.861522047641243,0.286511918258622,0.28544621624701,0.283190315597492,0.28997566042391,0.283584422921715,0.286937876109541,131.944860220985,54.1370230449786,76.0835906592379,0.125669665213253,0.301370954168313,1.16232951878283,0.912942484791341,0.94556736919142
51,0.417615416943347,0.568117586698767,0.0325962834799056,8.04534787287397,8.64934210921905,0.678864260247812,1583.5,1497,0.0291673039962699,0.0410232502690611,0.0103277383746543,0.251093419842524,0.0627408589841793,0.018585311561018,1.93305751367704,1.05594231273133,1.14904771864416,1.12933125569817,1.31594336136315,1.09457774107251,0.306144491991716,0.273865693976435,0.272931177379814,0.300078350488962,0.284161351529995,0.301688733356136,126.404261832845,65.3902547403754,99.8053694670776,0.164506894459013,0.391228131189477,1.1015690444445,1.29934234381324,0.946922327824713
52,0.171217472338271,0.0836711999596039,0.523999228763952,8.44272790664827,6.82294136905068,0.708094825463325,1558,1318.5,0.0278930510129857,0.0236577829448674,0.00158341257457148,0.0305488858396479,0.0409876761231701,0.00242162020747101,0.837996465987676,1.2233261092615,1.28699142718141,1.16153377259418,0.694744582265012,0.32592972994739,0.27237630135222,0.290176278646341,0.289403860893145,0.28703433978559,0.280214720204139,0.27569185804047,128.975176378742,77.5397118823665,99.3808580289934,0.138853545394739,0.329720247424635,1.32094768132786,0.849218462808019,1.43223573721106
