"","lon","lat"
"1",-17.2081164846571,14.799983542937
"2",-17.1704530719165,14.7081578384489
"3",-17.2429375199499,14.825537634619
"4",-17.1058389630626,14.8686830329223
"5",-17.0455870038565,14.7578410219157
"6",-17.0752072258325,14.628391165608
"7",-16.8935573577208,14.6945676755714
"8",-16.7853279571168,14.8070113054463
"9",-16.9834698953795,14.8895046580665
"10",-17.0158715093956,14.9663296671012
"11",-16.8312469583799,15.2036766163159
"12",-16.8812456238379,15.0261171798424
"13",-16.892735954507,14.957242569522
"14",-16.7124244413946,15.1332738309755
"15",-16.5275787876947,15.1314154738902
"16",-16.6226150704398,15.0274297666641
"17",-16.4232533330509,15.2478571437546
"18",-16.302417552818,15.1810488229343
"19",-16.242867718568,15.0344779322631
"20",-16.3669316355204,15.0598447072961
"21",-16.409997108405,15.1110804982728
"22",-16.7344734682591,14.9865375928337
"23",-16.8227503362184,14.9216920099487
"24",-16.68259299099,14.8329000853427
"25",-16.6618847192112,14.710555163175
"26",-16.7315682095917,14.7096227624701
"27",-16.6069203652803,14.5623133224004
"28",-16.6954884539915,14.4440950290331
"29",-16.8270787435521,14.4356046763666
"30",-16.8557573384724,14.6008885786519
"31",-16.9953970003262,14.5327851962798
"32",-16.7914105259049,14.2590961866706
"33",-16.7427792450046,14.5525303722762
"34",-16.91758308505,14.3920736489206
"35",-15.5326129788614,14.7616528904344
"36",-15.6726318315166,14.788067031358
"37",-15.8158048264666,14.7471381031078
"38",-15.9027542048989,14.6954245965527
"39",-15.8453935215157,14.6330874874267
"40",-15.9416835932165,14.5636126475201
"41",-16.0074205983186,14.6216155535566
"42",-15.9848976199462,14.6803479623024
"43",-15.9858752716859,14.7030800655383
"44",-16.0473032437379,14.7175194814472
"45",-16.0077821760254,14.7741326411742
"46",-16.0140555985747,14.8775288751625
"47",-16.0691213384268,14.8314126716923
"48",-15.9921366453762,14.9457845094933
"49",-16.1392052618016,14.5927657842711
"50",-16.1607405573573,14.6672892405183
"51",-16.2970340556092,14.6246180904241
"52",-16.2270950483078,14.7270854557896
"53",-16.1166173809954,14.7405056395145
"54",-16.2904306211771,14.7894531564429
"55",-16.2079543746581,14.8844830938158
"56",-16.134247354774,14.8765793829829
"57",-16.4355463498976,14.6433331060438
"58",-16.5772328144745,14.6422712944844
"59",-16.5519159536121,14.6930203683413
"60",-16.3633698735951,14.7268801549596
"61",-16.4923600073097,14.7418997961382
"62",-16.5988971805405,14.8012358720534
"63",-16.5160960980059,14.819779561629
"64",-16.4200674982189,14.8424980125203
"65",-16.3050873076365,14.8720276097477
"66",-16.3367882299943,14.9188604858014
"67",-16.3127721749895,14.9737209593879
"68",-16.4131448204772,14.9752356573804
"69",-16.4925917504469,14.9386133993472
"70",-16.5996343947206,14.9134046832629
"71",-15.83420839576,14.8684469302405
"72",-15.6749484863918,14.6394023283553
"73",-16.4574412076543,14.5417873121635
"74",-16.3585234842848,14.5497164765781
"75",-16.4991617408693,14.4632191026676
"76",-16.0530498866712,14.4339054182706
"77",-15.9661048197391,14.494986469009
"78",-16.6241385094552,14.3991378480266
"79",-16.2057750129647,14.3743287270561
"80",-16.5894047765332,14.2767646047804
"81",-16.6106134239873,14.1981938386211
"82",-16.6589287403927,14.1014892356704
"83",-16.7421576332589,14.0181273207904
"84",-16.3901551755763,14.4365556696679
"85",-16.1446114848826,14.4748490243275
"86",-16.4898788362611,14.3343215695136
"87",-16.279651284725,14.4463561610538
"88",-15.7932112119529,14.4999439752595
"89",-16.350676707515,14.2861338026895
"90",-16.2319797130331,14.5331424005712
"91",-16.7114443741068,13.9082163971983
"92",-16.4998596852324,13.7424372571397
"93",-16.3291483043644,13.8058575274696
"94",-16.2302481158545,13.7146224385642
"95",-16.3247072983201,13.6422043054894
"96",-16.2874849055112,14.0003667776219
"97",-16.2426519476514,13.9249032748961
"98",-16.4391711091668,14.1055363146302
"99",-16.3729619415118,14.0462320073213
"100",-16.5992472414596,13.8703998652341
"101",-16.558419891931,14.0302217764804
"102",-16.3644725793043,13.9308682632791
"103",-16.459840501502,15.7336950911778
"104",-16.306643261566,15.7117315783814
"105",-15.7141571255943,15.977315053008
"106",-16.1812319053919,15.8433613063436
"107",-15.9502956749765,15.9386821746833
"108",-16.222860954968,15.6375926821153
"109",-16.1143818169049,15.6510408772876
"110",-16.2924112251306,15.5640764558291
"111",-16.1880713220455,15.4969619192218
"112",-15.7506162668278,15.6710196675896
"113",-15.9136913775521,15.7452896781284
"114",-15.9984301263301,15.6251939273245
"115",-15.9840969528556,15.5228200029635
"116",-16.0560160075029,15.4360072741569
"117",-15.8529932986688,15.4588363958258
"118",-16.5651098974974,15.5462935200389
"119",-16.5348131795307,15.4105455916538
"120",-16.3176614503936,15.4416173131228
"121",-16.1882666739957,15.3730523585667
"122",-16.6477554914148,15.329238647799
"123",-16.0582358224543,15.3405522112943
"124",-16.5545748831746,15.270958303518
"125",-16.2057869008251,15.2604056642954
"126",-16.4039948929745,15.5237794191753
"127",-16.3298569780395,15.3448611291959
"128",-16.0678843177344,15.2120307935659
"129",-16.1421311707441,15.1174200660561
"130",-16.1908832224074,15.1645788018245
"131",-16.0392336251979,15.0524962776983
"132",-15.8781173722314,15.0734410300157
"133",-15.9848020271035,15.2709666664703
"134",-15.8782489423621,15.2541893630405
"135",-15.6869948273116,15.40232386283
"136",-15.658152721014,15.0282282524606
"137",-15.5758395128745,15.2004945335293
"138",-15.4597954642865,15.3413728648187
"139",-15.443251123718,15.1385925502977
"140",-15.4256343470013,15.5113892603159
"141",-15.4852057970388,15.7407469896781
"142",-15.2761814260307,15.6280814490791
"143",-15.1619261725418,15.8527308090919
"144",-15.1827907406888,15.4350853220496
"145",-14.9262947256365,15.5327824449487
"146",-14.7635650487823,15.8029412848937
"147",-14.8214651903877,15.2591341142686
"148",-15.1816245104876,15.1356591400996
"149",-15.2860497370347,14.8555256250421
"150",-14.9601486890661,14.8615605723692
"151",-15.7547128993583,14.3212770190391
"152",-15.9830438947945,14.2955830502189
"153",-15.8623890630022,14.3101556883793
"154",-16.1747414558628,14.3225355479228
"155",-16.0703833967873,14.3287079027216
"156",-16.2908027269996,14.2220755795683
"157",-16.1731462368016,14.2225423172158
"158",-15.9957592711039,14.1983751849353
"159",-15.8983111273379,14.1781666641924
"160",-15.9702594883916,14.0769976568025
"161",-16.1769342829812,14.0745578692327
"162",-16.0674909459593,13.9538807569535
"163",-15.7815858134936,13.9372859001037
"164",-16.1487416351579,13.9259237099171
